,CustomerID,Age,Gender,Country,Income,ProductQuality,ServiceQuality,PurchaseFrequency,FeedbackScore,LoyaltyLevel
7520,7521,48,Male,Canada,101218,6,6,1,High,Bronze
7521,7522,48,Male,USA,60846,10,4,2,Medium,Silver
7522,7523,34,Female,France,94829,2,10,18,Medium,Gold
7523,7524,41,Female,France,110730,4,5,12,High,Silver
7524,7525,69,Male,USA,113515,9,4,2,Low,Gold
7525,7526,40,Female,Germany,84199,5,3,11,Medium,Bronze
7526,7527,35,Male,Germany,51277,4,2,15,High,Gold
7527,7528,67,Female,UK,34641,9,2,7,Medium,Bronze
7528,7529,31,Female,Canada,61335,1,4,10,High,Gold
7529,7530,67,Male,Canada,73815,3,7,15,High,Gold
7530,7531,32,Male,Germany,45726,9,6,4,High,Gold
7531,7532,32,Female,Canada,35642,2,9,13,High,Silver
7532,7533,23,Male,USA,33278,7,9,7,Low,Bronze
7533,7534,44,Female,France,101154,1,9,16,Medium,Gold
7534,7535,32,Male,UK,31308,8,4,13,Medium,Silver
7535,7536,67,Male,USA,32781,4,6,4,High,Silver
7536,7537,53,Female,USA,118586,2,1,19,Low,Silver
7537,7538,25,Male,USA,95920,8,10,8,Medium,Bronze
7538,7539,32,Female,Canada,35584,6,10,20,Medium,Gold
7539,7540,20,Female,France,77294,8,6,6,High,Silver
7540,7541,64,Female,UK,37883,5,8,7,Low,Silver
7541,7542,30,Female,Germany,81770,1,4,12,Medium,Silver
7542,7543,58,Male,USA,39707,5,8,18,Low,Bronze
7543,7544,51,Female,USA,110474,5,9,7,Low,Gold
7544,7545,41,Female,USA,83902,1,9,19,Low,Bronze
7545,7546,57,Female,Germany,114669,10,1,1,High,Bronze
7546,7547,49,Male,Canada,107839,3,2,20,Medium,Gold
7547,7548,49,Female,Canada,61638,7,6,18,Low,Silver
7548,7549,47,Female,France,117328,7,1,16,High,Bronze
7549,7550,69,Male,Canada,111021,10,7,20,High,Gold
7550,7551,66,Female,Canada,93068,9,4,17,High,Gold
7551,7552,30,Female,UK,71983,5,4,20,Low,Silver
7552,7553,18,Male,UK,91919,8,6,12,High,Silver
7553,7554,51,Female,Canada,40639,8,1,11,High,Gold
7554,7555,32,Female,UK,117118,8,2,14,Low,Bronze
7555,7556,61,Male,France,105476,9,10,14,Medium,Silver
7556,7557,31,Male,Canada,76221,2,10,13,High,Gold
7557,7558,46,Male,UK,116804,6,1,11,Medium,Silver
7558,7559,51,Female,Germany,55815,9,7,5,High,Gold
7559,7560,35,Female,UK,42664,1,1,18,Medium,Gold
7560,7561,24,Male,UK,102518,3,5,1,Low,Bronze
7561,7562,46,Female,Germany,76238,5,5,12,Low,Gold
7562,7563,48,Male,France,38213,7,1,15,Low,Gold
7563,7564,42,Female,Germany,66888,4,10,20,High,Gold
7564,7565,55,Male,France,39773,4,7,1,Medium,Gold
7565,7566,31,Male,Germany,96601,7,2,14,Medium,Gold
7566,7567,25,Male,France,81744,9,1,7,Medium,Gold
7567,7568,44,Female,France,93075,8,10,7,High,Silver
7568,7569,19,Male,USA,109772,3,7,11,High,Bronze
7569,7570,34,Male,USA,34910,4,9,13,Low,Bronze
7570,7571,54,Female,UK,61301,1,10,10,Medium,Silver
7571,7572,31,Male,Germany,73505,6,1,20,Low,Silver
7572,7573,42,Female,France,98919,8,7,4,High,Gold
7573,7574,47,Male,USA,62611,10,4,2,High,Gold
7574,7575,46,Male,UK,42082,1,8,13,Low,Silver
7575,7576,37,Male,UK,70137,6,8,5,High,Silver
7576,7577,38,Male,UK,65279,7,9,11,Medium,Gold
7577,7578,39,Male,USA,41150,3,5,18,High,Silver
7578,7579,52,Male,Canada,97952,5,5,13,Medium,Gold
7579,7580,54,Male,UK,77329,6,7,14,Medium,Gold
7580,7581,33,Female,Canada,100573,7,3,4,Medium,Bronze
7581,7582,67,Male,Canada,36247,4,8,2,Low,Silver
7582,7583,66,Female,Canada,35941,6,9,19,Low,Bronze
7583,7584,60,Female,UK,94949,9,10,8,Low,Gold
7584,7585,34,Female,France,110846,5,1,18,Medium,Gold
7585,7586,33,Female,Canada,105328,2,8,14,Medium,Silver
7586,7587,19,Female,USA,110375,9,10,18,Low,Bronze
7587,7588,21,Female,USA,69357,6,2,8,High,Gold
7588,7589,38,Male,Canada,74485,5,2,17,High,Bronze
7589,7590,56,Male,Canada,117034,1,3,1,High,Gold
7590,7591,51,Male,Canada,90330,10,1,13,High,Silver
7591,7592,47,Male,USA,75573,6,3,19,Low,Silver
7592,7593,23,Male,Germany,90786,8,6,15,High,Gold
7593,7594,34,Female,France,100083,7,6,11,High,Bronze
7594,7595,56,Female,Germany,31673,5,4,19,Low,Bronze
7595,7596,42,Female,USA,67495,5,3,18,Medium,Bronze
7596,7597,22,Male,USA,46554,2,6,8,High,Bronze
7597,7598,22,Male,UK,104108,8,7,17,Low,Gold
7598,7599,37,Male,Germany,98214,7,9,7,Medium,Gold
7599,7600,33,Male,Canada,33317,1,2,14,High,Silver
7600,7601,68,Female,Canada,72632,7,3,4,Medium,Gold
7601,7602,58,Female,USA,84080,4,4,1,Low,Bronze
7602,7603,54,Male,UK,88034,6,8,3,High,Bronze
7603,7604,57,Female,Germany,101351,10,10,17,High,Bronze
7604,7605,26,Male,UK,71680,7,2,12,Medium,Silver
7605,7606,22,Male,France,85678,6,4,14,High,Bronze
7606,7607,59,Male,UK,39072,6,2,1,Low,Bronze
7607,7608,19,Female,France,111035,5,5,16,Medium,Gold
7608,7609,26,Female,Germany,79709,10,9,8,Medium,Bronze
7609,7610,60,Female,Canada,77464,4,6,9,High,Silver
7610,7611,53,Male,France,110742,2,5,13,Low,Gold
7611,7612,39,Male,Canada,52287,1,6,3,High,Gold
7612,7613,39,Male,UK,92541,4,3,13,Low,Bronze
7613,7614,39,Female,UK,32606,1,5,16,High,Silver
7614,7615,51,Male,Germany,50923,9,6,4,Medium,Bronze
7615,7616,46,Male,Canada,79720,1,2,5,Medium,Gold
7616,7617,55,Female,Germany,105838,10,9,18,High,Gold
7617,7618,63,Male,France,51789,5,8,4,Medium,Bronze
7618,7619,50,Female,UK,119836,2,8,2,High,Bronze
7619,7620,35,Female,UK,116020,6,1,14,Medium,Silver
7620,7621,24,Male,UK,35774,8,9,16,Low,Silver
7621,7622,18,Male,UK,70825,2,3,17,Medium,Bronze
7622,7623,50,Male,UK,54350,7,3,14,High,Bronze
7623,7624,18,Male,France,91329,4,7,9,Medium,Silver
7624,7625,41,Female,France,57212,10,5,8,Medium,Bronze
7625,7626,21,Female,Germany,116442,4,9,3,Low,Bronze
7626,7627,21,Female,USA,81179,6,10,19,Low,Bronze
7627,7628,35,Female,UK,113711,8,10,17,Low,Silver
7628,7629,44,Female,UK,114018,7,10,19,Medium,Silver
7629,7630,60,Female,USA,64187,6,3,4,High,Bronze
7630,7631,49,Female,Germany,48804,5,2,16,High,Gold
7631,7632,50,Male,France,104706,6,9,7,Medium,Silver
7632,7633,45,Male,UK,35522,7,4,5,Low,Bronze
7633,7634,59,Male,Germany,105405,9,9,10,High,Silver
7634,7635,58,Male,USA,66176,2,4,4,High,Bronze
7635,7636,53,Male,France,77681,2,4,5,Low,Silver
7636,7637,23,Male,France,35734,9,7,15,Medium,Silver
7637,7638,33,Female,Germany,84776,6,7,11,High,Silver
7638,7639,51,Male,Canada,37124,9,4,7,Low,Silver
7639,7640,40,Male,Canada,38371,10,3,7,Low,Gold
7640,7641,67,Female,Canada,105158,8,10,10,Low,Bronze
7641,7642,59,Female,USA,109965,8,3,19,High,Silver
7642,7643,41,Male,Canada,98160,5,2,16,High,Silver
7643,7644,66,Female,Germany,93493,9,9,1,High,Bronze
7644,7645,30,Male,France,41470,2,3,18,Low,Gold
7645,7646,35,Female,Germany,47827,9,9,5,High,Bronze
7646,7647,30,Male,Germany,61961,9,4,14,Medium,Silver
7647,7648,66,Male,UK,77605,3,1,5,Low,Bronze
7648,7649,54,Male,USA,112749,9,5,5,Low,Bronze
7649,7650,60,Female,France,40938,6,4,11,Low,Bronze
7650,7651,56,Female,UK,36593,3,2,2,Low,Bronze
7651,7652,59,Male,USA,64570,10,9,16,Low,Gold
7652,7653,34,Female,France,42906,2,5,16,High,Gold
7653,7654,32,Female,UK,32671,5,9,12,High,Bronze
7654,7655,35,Male,Canada,48569,2,7,6,Low,Gold
7655,7656,40,Male,Germany,50483,8,4,15,Low,Gold
7656,7657,68,Female,Canada,106690,8,6,12,Low,Silver
7657,7658,47,Female,France,62473,7,9,6,Low,Silver
7658,7659,51,Male,UK,96001,9,3,20,Low,Silver
7659,7660,21,Female,UK,70959,5,4,2,High,Bronze
7660,7661,20,Female,UK,34669,1,7,19,Medium,Bronze
7661,7662,24,Female,Germany,94937,2,1,13,Low,Silver
7662,7663,35,Male,UK,86348,9,5,7,Medium,Bronze
7663,7664,59,Female,USA,107006,2,7,11,High,Bronze
7664,7665,24,Female,USA,73947,3,5,8,High,Bronze
7665,7666,57,Male,USA,72495,5,6,14,High,Gold
7666,7667,23,Female,Canada,58448,8,7,2,High,Gold
7667,7668,39,Male,France,103098,10,5,5,Medium,Gold
7668,7669,18,Male,Canada,37891,7,9,11,High,Gold
7669,7670,21,Male,Canada,37642,10,10,6,Medium,Gold
7670,7671,63,Male,Germany,59941,3,3,19,Medium,Bronze
7671,7672,66,Male,Canada,72354,5,2,1,Medium,Silver
7672,7673,69,Male,Germany,95272,1,4,20,Low,Bronze
7673,7674,67,Female,USA,69554,9,3,11,Low,Gold
7674,7675,60,Male,USA,56575,7,2,14,Medium,Gold
7675,7676,46,Female,Canada,84299,3,7,14,Low,Bronze
7676,7677,38,Male,Canada,49571,3,5,20,Low,Bronze
7677,7678,43,Male,USA,51940,2,8,2,Low,Gold
7678,7679,31,Female,UK,79903,1,2,16,High,Silver
7679,7680,26,Male,USA,91454,4,8,1,Low,Silver
7680,7681,64,Male,UK,93527,9,8,19,High,Gold
7681,7682,29,Male,USA,88841,5,7,20,Medium,Silver
7682,7683,59,Male,France,53075,7,1,9,High,Silver
7683,7684,68,Female,Germany,65098,7,2,19,High,Gold
7684,7685,68,Male,Germany,75186,4,10,16,Low,Gold
7685,7686,23,Male,France,40370,7,8,8,Low,Gold
7686,7687,37,Male,UK,66438,7,4,18,High,Gold
7687,7688,41,Female,Canada,91124,7,1,16,Low,Bronze
7688,7689,44,Male,Canada,43121,5,2,12,High,Gold
7689,7690,55,Male,Germany,97771,5,10,7,Medium,Bronze
7690,7691,25,Female,Canada,61203,10,10,17,Medium,Bronze
7691,7692,18,Male,UK,74156,2,6,10,High,Gold
7692,7693,66,Female,Canada,31665,5,10,5,High,Bronze
7693,7694,66,Female,USA,97698,2,7,19,Medium,Gold
7694,7695,41,Female,France,50942,2,10,6,Medium,Silver
7695,7696,64,Female,Germany,68721,9,4,17,Low,Bronze
7696,7697,24,Female,Canada,99731,3,4,14,Medium,Gold
7697,7698,36,Male,UK,39691,6,8,3,High,Bronze
7698,7699,39,Male,Canada,38909,7,2,4,Low,Gold
7699,7700,52,Female,France,91195,4,9,9,High,Bronze
7700,7701,47,Male,USA,56594,6,10,2,Medium,Gold
7701,7702,46,Male,Germany,30903,7,1,1,Medium,Bronze
7702,7703,39,Female,Germany,40847,6,4,10,Medium,Gold
7703,7704,28,Female,UK,31811,4,3,16,High,Bronze
7704,7705,37,Male,USA,99710,4,4,14,Low,Bronze
7705,7706,46,Male,Canada,54766,3,2,2,Low,Silver
7706,7707,68,Female,Canada,41929,5,4,1,Medium,Silver
7707,7708,58,Male,UK,83144,1,9,19,Low,Bronze
7708,7709,59,Female,USA,30824,7,5,11,Medium,Bronze
7709,7710,51,Female,UK,76802,9,7,10,High,Bronze
7710,7711,18,Female,France,100459,3,3,13,Low,Silver
7711,7712,48,Male,France,92966,10,2,3,Low,Gold
7712,7713,47,Female,Canada,66978,8,5,18,High,Silver
7713,7714,65,Female,France,32527,5,6,16,Medium,Bronze
7714,7715,35,Female,UK,50246,2,3,10,Medium,Gold
7715,7716,34,Female,Germany,57583,1,10,20,Medium,Silver
7716,7717,55,Female,France,117565,10,9,4,Medium,Gold
7717,7718,31,Male,UK,109957,10,2,2,High,Bronze
7718,7719,40,Male,Germany,96269,9,1,14,Medium,Bronze
7719,7720,42,Male,Germany,54155,5,1,10,Low,Gold
7720,7721,32,Female,France,95019,4,6,19,High,Silver
7721,7722,63,Male,USA,62551,1,9,8,High,Gold
7722,7723,39,Female,France,47592,10,4,2,Medium,Gold
7723,7724,20,Male,France,80717,1,3,20,High,Silver
7724,7725,36,Male,USA,106674,9,7,4,Medium,Silver
7725,7726,61,Female,France,71719,10,1,5,Low,Gold
7726,7727,51,Male,UK,107763,3,3,10,Medium,Bronze
7727,7728,52,Male,USA,51857,6,9,17,High,Silver
7728,7729,67,Male,UK,115100,4,3,2,High,Bronze
7729,7730,18,Female,Germany,106490,9,2,12,High,Silver
7730,7731,69,Male,USA,44668,3,3,9,Medium,Bronze
7731,7732,38,Female,Germany,36721,9,5,9,High,Gold
7732,7733,46,Female,Canada,45011,7,10,15,Medium,Gold
7733,7734,23,Female,Canada,103652,3,9,9,Medium,Bronze
7734,7735,54,Male,UK,69349,7,8,7,High,Silver
7735,7736,18,Male,Germany,56527,1,9,18,High,Gold
7736,7737,68,Female,Germany,115334,1,8,11,Medium,Bronze
7737,7738,18,Female,USA,38110,3,7,20,High,Gold
7738,7739,44,Male,Canada,86656,6,10,7,Low,Bronze
7739,7740,38,Male,UK,84993,6,9,20,Medium,Bronze
7740,7741,33,Male,UK,82895,6,5,4,Medium,Silver
7741,7742,61,Male,USA,93503,2,2,6,Low,Bronze
7742,7743,57,Female,USA,46525,10,9,10,High,Gold
7743,7744,43,Male,UK,71025,5,4,6,Low,Silver
7744,7745,33,Female,USA,92149,3,9,2,Medium,Gold
7745,7746,45,Female,Germany,37129,1,8,14,Low,Gold
7746,7747,18,Male,UK,85222,7,4,20,Low,Gold
7747,7748,53,Male,France,94599,3,6,19,High,Bronze
7748,7749,27,Male,Canada,44521,6,4,17,Medium,Bronze
7749,7750,60,Male,Canada,95574,3,9,17,High,Silver
7750,7751,34,Male,France,50906,1,7,6,Medium,Gold
7751,7752,40,Male,France,66382,2,9,12,High,Bronze
7752,7753,24,Male,Germany,103791,7,10,13,High,Silver
7753,7754,61,Female,UK,93480,5,2,18,High,Silver
7754,7755,24,Female,USA,105009,6,10,13,Low,Bronze
7755,7756,61,Male,Canada,63066,3,5,9,Low,Gold
7756,7757,32,Female,France,42031,9,3,16,Low,Gold
7757,7758,51,Female,UK,117591,3,9,19,Medium,Silver
7758,7759,63,Male,USA,44393,4,5,12,High,Silver
7759,7760,62,Female,Canada,94624,1,9,12,Low,Gold
7760,7761,21,Male,UK,36229,10,7,11,High,Gold
7761,7762,31,Male,Canada,98095,2,6,16,High,Gold
7762,7763,31,Female,Germany,37926,1,1,16,Medium,Bronze
7763,7764,33,Male,Canada,55494,5,9,7,High,Gold
7764,7765,24,Male,Germany,80585,1,4,16,High,Bronze
7765,7766,49,Male,Germany,30746,4,7,20,Medium,Gold
7766,7767,36,Female,Germany,82468,10,3,11,Medium,Gold
7767,7768,19,Female,USA,50701,10,2,16,Low,Silver
7768,7769,27,Male,USA,76502,5,2,9,Medium,Bronze
7769,7770,67,Male,Germany,102223,8,6,4,High,Bronze
7770,7771,34,Female,UK,91355,4,6,9,Medium,Silver
7771,7772,54,Female,Germany,99630,2,1,9,Medium,Bronze
7772,7773,29,Male,UK,42363,7,5,10,Low,Gold
7773,7774,23,Female,Canada,69627,9,4,6,Medium,Silver
7774,7775,39,Male,USA,71261,10,4,5,High,Bronze
7775,7776,49,Female,UK,79258,3,8,14,High,Silver
7776,7777,58,Female,UK,88573,8,6,18,Medium,Bronze
7777,7778,37,Female,UK,63162,1,4,20,High,Gold
7778,7779,18,Female,France,94097,9,5,19,Medium,Gold
7779,7780,64,Male,USA,114999,3,6,9,Medium,Silver
7780,7781,23,Male,France,104406,7,10,4,Medium,Gold
7781,7782,36,Female,Canada,103475,8,3,6,Medium,Bronze
7782,7783,35,Male,UK,116208,4,2,18,Medium,Gold
7783,7784,23,Male,USA,40914,2,5,4,Medium,Bronze
7784,7785,62,Female,USA,75556,1,9,16,Medium,Gold
7785,7786,50,Female,USA,95541,5,9,15,Low,Bronze
7786,7787,40,Male,UK,70001,8,10,3,High,Gold
7787,7788,40,Female,Germany,30978,1,9,2,Low,Bronze
7788,7789,43,Male,Germany,107918,6,8,13,Low,Silver
7789,7790,30,Female,Germany,70116,9,5,4,Low,Bronze
7790,7791,24,Male,France,32770,8,1,14,Medium,Gold
7791,7792,32,Female,UK,70904,8,7,12,Low,Bronze
7792,7793,61,Female,Canada,36162,5,4,17,Medium,Bronze
7793,7794,44,Male,France,39149,9,1,7,Low,Gold
7794,7795,43,Female,USA,89515,7,5,10,Low,Bronze
7795,7796,50,Male,Germany,54839,7,6,1,Low,Silver
7796,7797,32,Male,USA,32424,5,6,4,Low,Silver
7797,7798,53,Female,France,51595,9,8,16,High,Silver
7798,7799,62,Female,Germany,115338,4,5,17,High,Bronze
7799,7800,44,Female,UK,117333,6,8,10,Medium,Bronze
7800,7801,22,Female,Germany,85657,4,5,19,Medium,Gold
7801,7802,19,Male,Germany,69752,1,10,10,Low,Gold
7802,7803,50,Male,Germany,70718,1,7,1,Medium,Silver
7803,7804,33,Female,France,49992,9,10,19,Low,Silver
7804,7805,40,Male,Germany,82736,2,1,7,High,Gold
7805,7806,55,Female,France,32506,7,6,17,Low,Silver
7806,7807,33,Male,USA,98057,4,3,15,Low,Bronze
7807,7808,31,Female,UK,110037,8,2,10,Low,Gold
7808,7809,46,Female,Germany,100816,1,4,20,Low,Gold
7809,7810,43,Male,France,67730,1,3,18,Low,Gold
7810,7811,52,Female,Germany,96541,5,4,11,High,Bronze
7811,7812,32,Male,Germany,32458,1,10,17,Medium,Bronze
7812,7813,20,Female,Germany,30723,1,9,10,Low,Silver
7813,7814,40,Male,Canada,113211,9,6,7,Low,Bronze
7814,7815,46,Male,UK,102057,10,6,9,Low,Bronze
7815,7816,51,Male,UK,112681,6,2,1,High,Bronze
7816,7817,50,Male,France,51459,9,10,8,Low,Bronze
7817,7818,58,Female,USA,84486,3,2,1,Low,Gold
7818,7819,58,Female,USA,38654,5,4,20,Medium,Gold
7819,7820,40,Female,USA,75438,6,9,19,High,Bronze
7820,7821,24,Male,Germany,115339,9,10,1,Medium,Bronze
7821,7822,20,Female,France,41041,8,4,4,Medium,Silver
7822,7823,49,Female,Germany,84663,7,8,18,High,Gold
7823,7824,48,Female,Canada,78083,6,1,2,High,Gold
7824,7825,35,Female,France,100149,10,6,6,High,Bronze
7825,7826,60,Male,France,67051,10,3,2,Low,Bronze
7826,7827,24,Female,France,66016,8,6,12,Low,Gold
7827,7828,58,Female,Canada,58798,4,3,3,High,Bronze
7828,7829,18,Male,France,115133,7,9,6,Medium,Silver
7829,7830,31,Female,Canada,41155,1,4,2,Medium,Bronze
7830,7831,69,Male,USA,56025,3,5,2,Medium,Bronze
7831,7832,49,Female,France,106524,10,9,18,Low,Gold
7832,7833,23,Male,Germany,44328,6,4,3,Low,Gold
7833,7834,56,Male,UK,73376,3,5,12,High,Silver
7834,7835,27,Female,Canada,50054,7,4,11,Medium,Bronze
7835,7836,24,Female,USA,97389,10,9,13,High,Bronze
7836,7837,43,Female,USA,92183,8,5,18,Low,Gold
7837,7838,51,Female,UK,111807,8,7,10,Low,Gold
7838,7839,47,Female,France,91356,1,4,4,High,Bronze
7839,7840,53,Female,Germany,116438,4,7,20,Medium,Silver
7840,7841,38,Male,UK,63682,5,6,2,Medium,Bronze
7841,7842,34,Male,France,39095,9,9,18,High,Bronze
7842,7843,50,Male,France,32711,2,8,16,High,Gold
7843,7844,27,Male,Canada,116900,2,7,15,Medium,Silver
7844,7845,68,Female,Germany,116263,6,4,15,Medium,Gold
7845,7846,64,Male,Germany,58687,1,4,16,High,Bronze
7846,7847,59,Male,Canada,88360,2,2,4,Medium,Bronze
7847,7848,68,Male,France,50893,2,8,14,Low,Silver
7848,7849,29,Female,France,113084,9,2,13,Medium,Silver
7849,7850,33,Female,Germany,56324,8,4,6,Medium,Bronze
7850,7851,58,Female,Germany,71298,10,1,8,Medium,Silver
7851,7852,49,Male,Germany,105930,8,3,10,Low,Gold
7852,7853,32,Female,Germany,63259,6,4,15,Low,Silver
7853,7854,44,Male,France,70997,8,3,1,Medium,Bronze
7854,7855,45,Male,Germany,106978,6,4,19,Low,Bronze
7855,7856,34,Male,France,59327,3,1,13,High,Gold
7856,7857,63,Female,Canada,84317,10,2,8,Low,Gold
7857,7858,67,Female,USA,48942,10,10,5,High,Gold
7858,7859,19,Female,Canada,69025,5,6,17,High,Silver
7859,7860,53,Male,Canada,43744,2,3,18,Medium,Gold
7860,7861,67,Female,UK,39615,9,2,14,Low,Bronze
7861,7862,24,Female,Canada,62010,7,9,7,High,Gold
7862,7863,30,Female,UK,89801,1,7,9,Medium,Silver
7863,7864,32,Male,UK,52479,5,3,18,Medium,Silver
7864,7865,42,Male,UK,101694,4,1,17,Low,Bronze
7865,7866,40,Male,Canada,55785,7,2,4,Medium,Bronze
7866,7867,39,Male,USA,110209,8,8,4,Low,Silver
7867,7868,43,Female,UK,53569,7,6,15,Medium,Bronze
7868,7869,50,Female,Germany,49652,4,9,8,High,Gold
7869,7870,28,Male,Germany,45169,2,9,15,High,Gold
7870,7871,27,Female,France,53837,5,10,8,Medium,Gold
7871,7872,42,Male,Germany,85454,3,6,12,Low,Gold
7872,7873,54,Female,Germany,33736,1,4,9,Medium,Gold
7873,7874,65,Female,UK,47770,10,1,14,Medium,Silver
7874,7875,60,Female,Canada,63630,6,7,9,High,Gold
7875,7876,55,Male,Germany,45826,3,7,4,Medium,Bronze
7876,7877,58,Female,Canada,64806,6,2,3,Low,Bronze
7877,7878,62,Female,USA,62737,4,5,4,Medium,Silver
7878,7879,41,Female,Germany,48641,6,5,19,High,Gold
7879,7880,57,Female,USA,58646,5,6,5,Medium,Silver
7880,7881,63,Male,USA,90351,1,3,5,Low,Bronze
7881,7882,50,Male,France,32543,7,3,15,Medium,Gold
7882,7883,34,Male,Canada,96464,2,8,13,Low,Silver
7883,7884,41,Female,Canada,84252,1,3,16,Medium,Bronze
7884,7885,54,Female,France,32178,5,1,14,Low,Silver
7885,7886,19,Female,UK,62099,6,3,4,Low,Silver
7886,7887,49,Male,France,90249,2,10,6,High,Gold
7887,7888,41,Male,France,108683,9,1,3,High,Gold
7888,7889,26,Female,France,70223,6,6,18,Low,Gold
7889,7890,21,Male,USA,105846,10,7,1,Low,Gold
7890,7891,34,Male,Canada,59727,2,10,16,Low,Gold
7891,7892,34,Female,UK,103896,2,7,6,Medium,Silver
7892,7893,67,Male,Germany,83128,3,8,17,Low,Silver
7893,7894,65,Female,Germany,68672,6,8,12,Low,Gold
7894,7895,47,Male,Germany,53561,8,2,19,High,Gold
7895,7896,57,Male,UK,61578,1,3,4,High,Bronze
7896,7897,28,Male,Germany,110223,2,1,1,Medium,Silver
7897,7898,38,Male,UK,98440,3,1,10,Medium,Bronze
7898,7899,38,Female,Germany,77230,3,4,15,High,Silver
7899,7900,35,Female,Germany,79680,5,7,3,Low,Gold
7900,7901,46,Male,UK,33705,7,5,9,High,Silver
7901,7902,41,Female,Canada,69118,6,6,4,Low,Gold
7902,7903,27,Male,UK,79258,7,9,17,High,Silver
7903,7904,62,Female,UK,74794,1,6,18,Low,Silver
7904,7905,34,Male,France,81013,7,5,4,Low,Bronze
7905,7906,35,Female,USA,36867,4,4,2,High,Gold
7906,7907,59,Male,USA,68722,10,5,18,Medium,Silver
7907,7908,65,Male,Canada,44683,5,4,17,Medium,Silver
7908,7909,37,Female,Canada,103858,6,6,7,High,Silver
7909,7910,54,Male,Canada,70932,10,6,15,High,Silver
7910,7911,62,Male,USA,92748,3,3,16,Low,Gold
7911,7912,35,Male,Canada,119549,5,9,10,Medium,Silver
7912,7913,34,Male,Canada,84150,3,10,20,Medium,Silver
7913,7914,26,Female,UK,97179,8,7,8,Medium,Gold
7914,7915,31,Female,UK,85939,7,8,11,Low,Gold
7915,7916,66,Male,USA,39393,2,5,18,Medium,Bronze
7916,7917,46,Male,UK,96324,7,9,7,Low,Gold
7917,7918,48,Female,Canada,47624,8,10,6,Medium,Bronze
7918,7919,21,Female,UK,34488,5,2,18,High,Gold
7919,7920,35,Male,France,61691,4,10,6,Medium,Gold
7920,7921,37,Male,UK,52539,10,6,10,Medium,Bronze
7921,7922,64,Female,USA,97895,10,9,8,High,Gold
7922,7923,60,Male,Canada,100148,1,1,7,Medium,Gold
7923,7924,61,Female,Canada,66316,10,8,20,High,Silver
7924,7925,26,Female,USA,80970,6,10,12,Medium,Silver
7925,7926,30,Female,UK,60896,1,3,6,Low,Bronze
7926,7927,32,Male,Canada,112204,10,6,16,Low,Gold
7927,7928,44,Female,Canada,104998,5,8,20,Low,Bronze
7928,7929,32,Female,France,41360,8,2,1,High,Gold
7929,7930,45,Male,USA,82381,6,8,8,Medium,Bronze
7930,7931,54,Female,UK,73873,7,6,20,High,Gold
7931,7932,36,Female,UK,42672,10,3,18,High,Silver
7932,7933,43,Female,Canada,105218,3,2,15,High,Bronze
7933,7934,69,Female,Germany,96550,9,7,16,Medium,Bronze
7934,7935,43,Female,France,68573,6,4,9,Medium,Gold
7935,7936,42,Female,France,42598,2,2,4,Low,Bronze
7936,7937,43,Male,France,111005,4,9,13,Low,Bronze
7937,7938,43,Male,Canada,81792,7,8,5,Low,Gold
7938,7939,63,Male,USA,103833,5,10,15,Low,Silver
7939,7940,45,Female,USA,48974,10,3,17,High,Bronze
7940,7941,66,Female,France,89455,9,5,6,Medium,Bronze
7941,7942,35,Female,Germany,106060,5,9,3,Low,Bronze
7942,7943,49,Male,Germany,85526,3,8,14,Low,Silver
7943,7944,20,Male,UK,107738,8,3,5,High,Bronze
7944,7945,19,Female,Germany,115972,1,5,15,Low,Silver
7945,7946,50,Male,France,81382,8,5,12,Low,Gold
7946,7947,59,Male,UK,80077,2,1,15,Low,Silver
7947,7948,36,Female,France,106320,4,9,6,Medium,Gold
7948,7949,34,Male,USA,99897,8,10,1,Medium,Bronze
7949,7950,61,Male,France,62576,8,1,15,High,Gold
7950,7951,50,Male,UK,84811,10,3,20,High,Bronze
7951,7952,29,Male,France,31376,5,9,6,Medium,Silver
7952,7953,66,Female,Canada,50966,6,9,17,High,Gold
7953,7954,20,Female,UK,35994,5,3,15,Low,Silver
7954,7955,60,Male,Germany,111388,6,4,8,Low,Silver
7955,7956,66,Male,USA,82104,9,10,8,High,Bronze
7956,7957,43,Male,Germany,119307,3,6,13,Medium,Bronze
7957,7958,52,Male,France,119787,8,3,15,Medium,Gold
7958,7959,25,Female,Germany,65481,7,10,19,High,Bronze
7959,7960,69,Female,UK,117024,5,7,18,Medium,Bronze
7960,7961,53,Male,Canada,102467,1,3,19,High,Gold
7961,7962,24,Male,Germany,36815,10,8,18,Medium,Gold
7962,7963,63,Male,France,70565,10,6,18,High,Silver
7963,7964,63,Male,Germany,106781,2,10,17,Low,Silver
7964,7965,53,Female,Germany,75671,7,5,19,Medium,Silver
7965,7966,33,Male,UK,99949,4,5,20,High,Bronze
7966,7967,41,Male,France,78750,10,8,14,Medium,Bronze
7967,7968,18,Female,France,79893,7,3,11,High,Bronze
7968,7969,66,Male,Canada,100411,8,6,10,Medium,Bronze
7969,7970,42,Female,UK,33144,3,5,4,Medium,Silver
7970,7971,27,Female,UK,95329,1,1,17,Medium,Bronze
7971,7972,33,Male,USA,60202,9,5,2,Low,Bronze
7972,7973,33,Female,Canada,78339,2,3,15,High,Gold
7973,7974,25,Male,Canada,80783,4,3,3,High,Bronze
7974,7975,46,Male,France,62644,1,2,3,High,Silver
